author,date,score,content
jrlaamanen,"May 31, 2022",10,"Second Best Sequel EVER made
I truly believe Terminator 2: Judgment Day to be the greatest sequel ever made.

However this came damn close. Nothing is ever at this level.

Everything about this movie was absolutely perfect. I as a fan of the first movie as well as Tom's work was blown away. Anyone who's followed the movie scene in the last few years have seen the reboots and so called sequels Hollywood has pumped out to try to cash on the Nostalgia. Some of the efforts are better than others, but most left a bad taste in your mouth and even tainted the first film's legacy.

The technical aspects were amazing, excellent editing, incredible stunts, endless practical effects which is the way it should ALWAYS be done but unfortunately hasn't been for some time, and never on this level.

Tom Cruise brings another killer performance as you'd expect, but everyone is on their A-Game.

This movie is faithful to it's original as a sequel, I loved the plot points that were brought into the new film, as well as continuing on with Iceman and Goose's legacies. Rooster is a spitting image of his old man, and the way the story handled it was perfect. Just like the original movie, there was incredibly emotional scenes that you felt as if you were there. Many films cannot capture this lightning in a bottle and often come off arrogant or downright stupid.

Growing up, I've always seen the greatest action movies (in my opinion) many times. But these were years and decades later enjoyed on VHS or DVD in my living room. I am truly glad to have been able to go see this the way it was intended, on the big screen. As of writing this, I have seen the film 3 times, in a regular theatre with Dolby Atmos, Ultra AVX, Ultra AVX D-Box. It was still just as awesome the third time. I am planning to see it again when it comes to IMAX in my area.

If you're thinking about checking it out please do. But if you have just heard of it and haven't seen the original yet, make sure you catch up on it first as it contains a lot of things you'll need to know."
sumitusit,"Jun 2, 2022",10,"Hats off for such a class act!
Don't have words to describe how good the whole movie is made. Its simply a masterpiece. You don't watch it, you live it with Captain Pete Mitchell aka Maverick. Hats off."
arvinatwal,"Jun 2, 2022",10,"HOLLYWOOD NEEDS TO GO BACK TO THIS!
WOW, What can I say!!! Hollywood, drop this Marvel wannabe action CGI Crap and go back to making action films like this!

I grew up on film with live action shots and real acting... this ticked all the boxes apart from the new age millennial cast who all had weirdly small faces...

I'm 39, watched all genres growing up, all top 100 imdv films..plus many more.

The way this was filmed, it's pace, it's story, it's action....kept me on edge of my seat but the realism of it...was all worth it...

Well done to all involved with this film.... Kudos to you all and Tom for making this the way it should of been done..."
Cinema2kMendoza,"Dec 8, 2024",10,"this is one of the best tributes, both to tony scott work and to the original top gun
I remember the first time i watched this movie, it feel like watching the most epic thing ever made.

This movie is both tom cruise passin the torch-to miller teller and in some way, to glen powell-and being one of the best sequels ever made.

Miller teller shines as goose son, really, he is in the same acting range of tom cruise in this movie.

Not only both tom and miles share scenes, also both bring the dramatic and emotional scenes to the movie.

Glen powell does a fun version of him, and jennifer connely is the girl that keeps the drama on earth.

The plane scenes are so good that elevates the style that appeared in the first top gun, even the onboards are a pleasure to watch.

Wish every sequel be this good, really, elevates cinema to the point of being art and a blockbuster.

The music, the photography, the lines...really make you feel the need for speed, again."
aaanas-48054,"Jul 19, 2022",10,"This is the best way to give The finger in every single to cancel culture and every kind of political correctness today
Woah this movie's great, This is the magic of Hollywood's golden age being reborn.

This magic had been kept alive until now thanks to the MCU. But couldn't hold it long on its own. But now it's reborn This Movie is for everyone.

It's a love letter to classic blockbusters that entertained the previous generations(and this is coming from a gen z 14 year old kid) and it's perfect in so many ways.

The movie knows that people have got tired because of the whole political correctness issue, with making strong female characters, adding always an LGBTQ+ character and it shows the way to ""the movie"" that is for everyone and goddammit it's a great story with great messages and a great film as a movie.

If I hear a complaint about something like toxic masculinity in the film, I'll know that as a society we are destroying art and any kind of beauty that is nowadays changing."
donaldkargbo-46541,"Jun 27, 2022",10,"Wow.
This is my first review, and probably will be my only, but for this movie it deserves this kind of attention. I went to watch it with my friends not thinking that much of it, maybe thinking I would like it a little but I was completely wrong. I watched the first top gun in my English class, it was pretty good, but this movie takes it to another level. The relationship between the two main characters are amazing and it shows levels all the way till the end. Also the other actors amazing, the film imagines are top class. This movie really hits every emotion there is, you will not be going home unpleased. The end is amazing also may I add."
czgzvrjnn,"Jun 4, 2022",7,"It was fun but.....
It was fun but literally the same movie as the original. The cinematographers was outstanding. The dialogue was stilted and somewhat awkward. It was fun but I expected some depth. At least a little."
ethandyal,"May 28, 2022",10,"Refreshing
As a film student the only word I have for this film was refreshing. It is so refreshing to see a truly well done film. Nothing as fluid as this film has come out since before the pandemic save a title or two. Such a breath a fresh air.

I went to watch this film with my father and as an 18 year old young man who never had the opportunity to see the original film in theaters could some how still feel the nostalgia radiating from this film. Maybe it was just rubbing off from all of the other middle aged men in the room whose dreams and fantasies were birthed from the original film back in 1986 but I believe it was the true magic that comes from the crew and the masterful mind of director Joseph Kosinski.

Such an amazing piece of art and a must see for all nostalgia seeking, aviation loving persons. Even if you do not fit into those categories this film truly is a masterpiece in terms of fluidity and realism. Absolutely wonderful and amazing job to all who was involved in the creation of this work."
admin-45492,"Dec 26, 2022",6,"This is not Top-Gun, this is StarWars (and not in the good sense)
The original Top-Gun was mostly realistic. But this is a Joke.

Unless the Enemy was Canada, the operation is absurd.

Let's suppose the enemy is current Russia: 1. The max-speed of a Hornet is 0.53km/s, so the hornet must travel between 90 and 200km before reaching the bunker. The detection range of the Russian Anti-air S-400 system is 400 km, and can track low-altitude targets at extremely long range (below the radio horizon).

2. A Su-57 (5-Generation aircraft) has R-37 missiles (hypersonic air-to-air missile), the R-37 uses a Doppler radar, so flares won't be as useful as against infrared missiles.

3. And the Carrier Group would be sunk with 3M22 Zircon hypersonic missiles even before the Hornets reach the destination. I said Carrier Group, a Carrier is always part of a Carrier Strike Group, composed of at list 4 major ships, plus logistic and supply ships, etc, roughly 7,500 personnel 4. Even the airborne early warning and control (AEW&C) system would be shot down in a real scenario.

Etc A barrage of missiles, directly against the Bunker, or even a sabotage operation (007 style), would be more realistic."
michelnieswaag,"Jul 17, 2022",5,"The Most American movie I have seen - ever.
This is just one big America Propaganda movie with watches like a computer game. As a Dutch person it almost made me puke a few times. What a piece of garbage. I have to admit, the flight Scenes were cool but the rest... blegh."
jayeffjf,"Jun 24, 2022",9,"Just a Movie
Top Gun: Maverick is just a movie. It's fun and exciting and sad and loud and dumb and brash and outrageous and moving. It's perfectly flawed.

Top Gun: Maverick is just a movie in a world where movies try to be so much more. This film will cause other films to be made.

I fell like this is the best movie that I've ever seen and I know that it's not. Highly recommend."
guitarfreak-33157,"Jun 9, 2022",10,"The movie itself was the priority, not woke nonsense
This is what movies used to be like. Not some agenda that Hollywood forced on its writers and producers, but to just focus on making a damn good movie. It's like a breath of fresh air, what movies used to feel like. Amazing movie."
total2000,"Jul 2, 2022",10,"It is very popular in Japan.
I was in high school when the last Top Gun film was released.

The moment I saw the opening, I was taken back to my high school days and had tears coming out of my own eyes. Has anyone else had the same experience?

Many people visit movie theaters in Japan to see this movie every day. Not only old men and women of my generation, but also their children (children about Amelia's age in the movie) are watching it.

All the people who have finished watching the movie seem to be enjoying themselves. I also felt very good after watching it. Anyway, it is fun without any reason.

The coolness of the fighter planes, the non-CG action scenes, and the fact that the heroes win in the end are great to watch.

It was No. 1 in the Japanese movie ranking for a while, but one day it lost to Dragon Ball. However, it came back to No. 1 the following week. In Japan, there are many people who watch it over and over again. I saw it three times, twice in IMAX and the third time in 4DX. 4DX is especially perfect for this movie. I would like to see it as an attraction at an amusement park."
ergomalin,"Dec 25, 2022",10,"The best movie I have ever seen
This review took me 2 months to write, due to my initial speeclessness.

I am, unlike the others in this review section, very young, and remember seeing the first movie just a couple of years ago when my mother urged me to, stating it's a classic you simply can't miss. I honestly enjoyed the original, and for me it's the perfect «old school» action movie, that you can put on to pop out of our high-tech low-social soeciety for a while (please excuse my wording if it's regarded offensive in any way). The story and action were truly amazing.

However, Top Gun: Maverick was the sequal we never knew we needed. It fullfills the story to a tee, and is the perfect ending to a legendary story. I can honestly, wholeheartedly say this is the best movie I've ever seen. And that's saying a lot. The story, the action mixed with nostalgy and reminiscence is balanced perfectly, and is a true masterpiece. After I saw the movie the first time, I immidietly googled it, and learning the efforts and love Cruise put into the movie just made me love it, if possible, even more.

I'm shocked and honored to have witnessed this tribute and love letter to the original Top Gun, and am moved to say, this movie is the absolute best I have ever, or will ever, see."
travisrudolph-38884,"Jun 4, 2022",10,"I have never given a 10
Perfect balance of nostalgia with new storylines. Just when you think you know what is coming next, you don't. Great callbacks all over the place, touching storylines (Iceman!!) and amazing action sequences. I'm sure there was some CGI somewhere, but I don't recall it. Best of all, no woke garbage.... Will see again."
christopherkilpatrick,"Jun 10, 2022",9,"Somehow better than the original
Somehow better than the original, you feel like you are there. The plot line holds very well, little to no cheesy scenes, good laughs and some heart tugs thrown in for good measure. Phenomenal."
mhorg2018,"Feb 23, 2023",6,"The Ending cost it a few stars
A fun movie with some, like the original, great flying scenes. Tom Cruise was excellent returning to the role that really make him a superstar and the supporting cast is great. The story worked with a an older, somewhat wiser Maverick getting sent back to Top Gun school to train others to take out an UNKNOWN ENEMY'S (but we know it's Russia) Uranium cracking plant. This avoids some of the silly plot tropes usually in these movies, but the ending, when Maverick and Rooster are shot down, walk onto an enemy base and steal an old F-14, is just silly. He also shoots down two fifth generation enemy fighters in this old, retired plane. Why did the enemy have one? Because: Plot. But it was fun. It would have ended better had Maverick sacrificed himself for the completion of the mission."
jcaspie,"Aug 10, 2022",10,"How good Top Gun: Maverick 2022 is....
It is one of the best Movies I've ever seen. With action, drama, comedy, heartbreak and romance, intensely driven scenes. A highly anticipated film that didn't disappoint. I will definitely be buying this on blu ray dvd. Tom Cruise and Miles Teller are amazing they with upmost certainty did the original justice."
weathergeek-82009,"Jun 1, 2022",7,"Wanted to love it, but...
I know the reviews have been generally good so far. I also enjoyed the movie, but I had to ignore quite a bit in order to do so. Keeping in mind that I'm a bit of a movie fanatic and that Top Gun is one of my childhood faves, it is probably accurate to say some of my critiques are overkill.

Nevertheless, here goes.... **spoilers**

1. Super heavy on the Goose stuff. We get it. Goose died in the first movie and Mav is tortured by it. No need for the incessant call backs.

2. Goose's son Rooster might as well have been played by a no name actor (Rather than Miles Teller... who I think is awesome) since the character's entire identity consists of being Goose's son and being slighted by Maverick in the past.

3. Along the same line... no character other than Maverick has any depth whatsoever.

4. Tons of lazy info dumping inserted into dialog to explain Maverick's past 30 years.

5. Hangman is just a douchier and less interesting Iceman.

6. Love story with Jennifer Connelly was kind of pointless.

7. Dialog was cheesy throughout a lot of the movie and they went a little too heavy on the nostalgia IMO.

8. The mission the movie centers around is kind of ridiculous. They basically were like ""let's have Maverick and Rooster do the Luke Skywalker destroys the Death Star thing."" I mean Rooster even had to basically use the force to hit the target in the end. And I'm not a military tactician, but why wouldn't they have used a stealth bomber with precision guided bunker busting bombs or any other option rather than what they chose? It just doesn't make sense to me. Is it really so difficult to invent a believable mission that would require skilled fighter pilots these days?

With all of that said.... I thought it was fun to watch for the most part. The action sequences were enjoyable. Pretty much every moment involving a jet was exciting. Seeing Val Kilmer do his thing was nice.

I enjoy it well enough.... I wanted to love it."
anou-20865,"Dec 31, 2022",1,"Boring and so much predictable
If you like planes you will like to see this movie. If you like suspense, you will be very bored by the same movie.

Nothing new on planet Hollywood there. Just planes and typical Tom Cruise. Flip and flop the plane, very long scenes of characters talking to each other saying nothing and you can predict everything from the 1st second to the last.

I must say image is nice and landscapes are beautiful seen from the sky but this doesn't make you a story, a plot or any kind of intrigue.

And what about feelings and tears? Empty.

Have a nice day and watch another movie. This one is not worth 8+ stars. Unbelievable."
kateweaver-91749,"Jun 15, 2022",10,"Jaw dropping!
I did not want to go see this as I'm not a fan of action movies but my family dragged me along. Boy was I surprised! This kept me on the edge of my seat to the point where I forgot to take a single bite of my popcorn! It was constantly interesting and the relationship between Maverick and Rooster was very cool to see. The flying scenes were perfectly intense and the cast was good too. Tom Cruise never ages! Loved loved loved this film! Also saw Everything Everywhere All at Once recently, and that sucked! This was awesome!"
ruben-ponte,"Jun 15, 2022",10,"3rd time and counting
I don't think you are able to appreciate all the subtleties of this film until you watch it at least 3 times and in different formats (4DX, IMAX, etc.)

This movie is an instant classic. I am leaving the theater with my neck in pain (again), they took the air scenes to a complete new level.

There is a well-built story, likeable characters, constant references to the 80s flick, hey, we even discover that Tom Cruise can act...

What else can you ask for? This guy has recovered the essence of what a true summer blockbuster is and should be.

Thank you, it was about time."
nsmacchi,"Jul 30, 2022",10,"Top Gun: Maverick is The G.O.A.T.
As a huge fan of the original Top Gun, I was worried a sequel wouldn't compare. I could not have been more wrong. This is why sequels were created. Takes a classically great story and flies off the charts with how good the next chapter is. Movie theaters were made for movies like this. If you haven't seen it yet, run to the theaters so you can experience it on the big screen before it's too late. And bring your wingman!"
amirbadban,"Aug 1, 2022",9,"Outstanding
This movie is the best movie I've ever seen in this genre. It deserves to get 10 but I gave it a 9 because of 2 reasons:

1- When enemy saw Maverick tried to shoot him but in real world nobody does that. The guy is like a pure gold, they capture him and get all the information they need.

2- The make up on Iceman guy was terrible. Is your makeup artist a little kid???????

But Overall it's worth of watching and I'm sure I'll watch it again."
abundantlife-32046,"May 30, 2022",10,"Epic made for the big screen - Tom is a Maverick
Better than the original, because it had to be. Everything about this movie is a 10! It left me feeling emotional and melancholy for the life I was leading in 1986, it was a different world that saw the original as a fun, adrenaline rush like none we had seen. The harshness of the world meant this movie was going to be darker. And it is. However. It was a far superior movie to the first Tom has aged with grace and has an attention to detail that I appreciate as a movie goer. Yes, there are references to the first movie, but because it needed to show that while everything changes, nothing really changes at all. No spoilers here. Just a huge TC fan who has seen it twice on opening weekend and will go for a third before it leaves the theaters. Thanks for hanging tough during the pandemic and demanding this open in theaters, Mr Cruise. Go see this movie!"
mckeehome,"May 28, 2022",10,"My new favorite movie of all time!
I loved the original, but somehow Maverick surpassed it by far! I legitimately can't think of a single thing the this movie missed on! So yourself a favor and watch it on the big screen! It's definitely worth it!"
Jax200,"May 30, 2022",6,"Really surprised at high ratings
Seriously? Much rehash, predictable and mediocre acting. Compared to hundreds of great movies over the years, this gets an 8+ ? Critical reviewing is now without reference."
callumbarratt,"Oct 9, 2022",10,"Best film sequel of all time!
The film is exciting and nostalgic. Watching the film amazed me with how the score was composed, acting and visuals were accomplished. I like the drama between Maverick and Rooster, showing the two never let go of the past but eventually accept what has happened had happened. The scene between maverick and Iceman was great and sad to see. The scenes in the F-18's are above satisfying to watch and I loved the enemy dogfight sequence where the SU57 misses the missile and surprises Maverick, showing the enemy is more than a challenge to compete against where Maverick risks to even the odds. The ending of this film is one of the most unique conclusions to any film I will ever see in my lifetime. To all the crew and cast of the film well done to what you've accomplished, bringing an amazing sequel packed with action, drama and nostalgia along with a gripping story that demands for attention."
nitro72,"Jun 27, 2022",7,"More... Remake Than... Sequel
More of a remake than a sequel due to its (painfully obvious) recycled plot structure, this crowd-pleaser soars above the original due to its jaw-dropping aerial footage & better executed action - and romantic - subplots.

#nitrosMovieChallenge."
swimwin,"Jun 10, 2022",1,"So stupid that it insults a viewer's intelligence
I had heard that 'Top Gun: Maverick' was good. Then I watched it. It's terrible - filled with technical errors and cardboard characters.

However, if you think that comic book movies are worthwhile, or are 12 years old, you may like 'Top Gun: Maverick'."
chrisblackgb,"Aug 27, 2022",10,"Brings back times when films were meant to entertain!
Extraordinarily made, fun to watch, birngs back good old times and memories.

I laughed, I cried, I was thoroughly entertained.

Cannot recommend it highly enough. Practical special effects and the whole cinematography brings it home.

Honestly it is a refreshing experience that takes you back at least a few decades. If only more films today came even close to this...

If you are still on the fence and do not believe the hype, trust me and go to the cinema now 😊

Great watch!

Thank you Tom and friends. 😊

Solid 10/10.

We need more of that type of pure fun, excitement, and real entertainment."
goatmanaz,"Jul 16, 2022",10,"People who hate on this movie may be right on some things but...
They don't know how to have a good time and just relax about details. This is a fantastic movie to see in the theater. The sights and sounds will bring you to the edge of your seat and get your heart racing. The fact that these scenes were shot using real jets and pilots is a testament to the skills and dedication brave men and women have put into becoming skilled aviators. Go and enjoy while you can people it's worth it."
dalton-94827,"Jun 19, 2022",10,"A journey of nostalgia and high action all the way! 10/10!
Enjoyed every single minute and is an absolute cinema must! Would go again in a heartbeat! Cruise at his best and a superb supporting cast. Thriller all the way - loved it!"
jonclarke-88381,"Aug 27, 2022",10,"Best movie I've seen in a long time...
Tom Cruise is just a master at making movies people love to watch and this is one of his best.

Great cast, story, soundtrack and amazing action sequences with a lot of nostalgia thrown in.

The biggest negative of streaming platforms is quantity over quality and the lack of big blockbuster movies made for the big screen.

This movie is so refreshing and is one of the best movies released in a long time. It's hard to think of any negatives or how it could be improved.

It was a huge risk making this sequel so long after the iconic first film, but I think it even surpasses the original, which is an incredible feat."
snt-19787,"Jul 2, 2022",10,"Great action film without the politics
Solid 10 stars! This is a fun, action packed, feel-good movie that will leave you wanting to see it more than once and telling your family and friends that it's a ""must see."" I went to see it in theater TWICE. Finally, a movie that entertains and leaves the politics and wokeness at the concession stand. I also appreciated Tom Cruise talking directly to the audience before the start of the movie to thank us and let us know this movie was made for us. Only regret is that I didn't see it in IMAX :-)"
DannyThompson81,"Jun 17, 2022",10,"A perfect sequel
I'm honestly lost for words. This is just a perfect sequel to a classic original..... I don't want to write any spoilers but it's one of those movies that stays with you after you leave the theatre.

A perfect homage to the original."
charlesdaleman,"Dec 13, 2024",10,"my favorite movie
This is one of the best theatrical experiences I've had and I'm so happy someone has taken the practical route rather than throwing everyone into a green screen. I watched the first one many times and I can't believe this just topped it by a huge margin. Tom Cruise will be written as the most passionate filmmaker in history. I mean to put a whole cast in a bunch of f-18 jets and act in a jet as well as film yourself is a huge deal. If this movie does not cross a billion then there is something wrong with taste that people have these days. So called marvel fans. This is what you call a cinematic experience."
jvetyska-83883,"Sep 4, 2022",6,"Cheesy theatrics, nothing to do with realism
I had low expectations to begin with but sadly it still manage to disappoint.

Just the low realism, the complete disregard for physics. But nobody watching this cares for that anyway.

The you have extremely lame, ultra high EQ military, never happen and never will. The first movie showed that much better and much more realistically.

The flight scenes, which made the first movie a success are not that much better, and obviously lacking originality.

Third, invading Iran with kids in training school, must be a joke. Oh, and with ancient planes.

Sorry, but it's just a pile of nonsense, and even more sadly, what keeps people interested is reminiscing about the first movie. It's sad to watch."
tareque2742,"Aug 16, 2022",1,"They show something in movie which is impossible
A real world engagement between the F-14 and Su-57 would likely end very differently to that in Top Gun: Maverick, and would almost certainly take place at beyond visual ranges. While the F-14 boasts a larger main radar, it is mechanically rather than electronically scanned and several decades out of date while the Su-57 deploys not one, but six, electronically scanned array radars as well as an infra red search and track system. The immense technological gap between the fighters, and the Su-57's advanced Himalalyas electronic warfare system and AESA radars, would likely leave the F-14 blinded and thus more vulnerable to being targeted at range. The Su-57 could also use its stealth capabilities, combined with its ability to operate without a radar signature using its infrared sensor, to neutralise Tomcats at medium ranges without allowing the adversary to gain a radar lock. The next generation fighter would have even more overwhelming advantages within visual ranges, since the F-14 does not integrate helmet mounted sights or high off boresight capable missiles meaning the Su-57 could engage it at very extreme angles. It would be further aided by its extreme manoeuvrability, considered the best in the world at low speeds, while the F-14 was considered unmaneouvrable even by the standards of its generation."
PhilmGuru,"Aug 24, 2022",9,"Hollywood is back!
It really is shockingly good. It should fail on paper, but everything comes together in glorious fashion. Perfect mix of throw backs to the original while never over stepping the historic line, the right amount of cheese, amazing cinematography, brilliant sound mixing (there's some mega, mega deep bass in places, the likes of which I've not heard my sub pump out before) and a soundtrack totally honouring the original while still standing on its own. Feel good vibes in abundance, excellent casting, it never feels too long or too short. Simply one of the best ""simple"" movies Hollywood has put out in many, many years - if you want to be thoroughly entertained from start to finish and not preached to, this is the movie for you. The credits will roll and you'll have a big old smile on your face like the old days."
adcadams,"Jun 4, 2022",10,"Thanks - from my 1986 and 2022 selves
To me, the amount of effort, intelligence, and heart put into the making of this movie was evident from the beginning to the end. As one of those who stood in line to watch Top Gun when it came out back in 1986, the stakes were clearly high. So many sequels are made that do not quite capture the magic of the first one so, although I was excited to see this trailer, I will admit I did brace myself for disappointment. I have never been more pleased to stand corrected. Easter eggs all over the place. Appropriate homage made to the original, with improvements to really showcase actual flying. I can only begin to imagine the amount of preparation and creative out of the box thinking it took to accomplish this. Watching this with knowlege that there was limited CGI kept me awestruck, engaged, and impressed the entire time. Story line was great - some things predictable but in a good way as it was the only smart way to move the story forward appropriately to make sense. I highly suggest watching the first Top Gun again closely before seeing this to refamiliarize or familiarize yourself with details and story line, give yourself the chance to catch on to those easter eggs, and allow yourselves to join us in what we have known for over 30 years - Top Gun is iconic for a reason and this sequel story needed to be told. All of this together made for a wonderful movie experience - I saw and appreciated all of it. Was it worth the wait? Goodness, Gracious Great Balls of Fire, Hell Yes."
joe-28176,"Jun 29, 2022",10,"Finally, thank you! This is why movies are made: love for going to the theatre restored.
Top Gun: Maverick has restored my faith in film! This is why cinephiles and movie lovers go to the theatre in the first place.

This movie has heart, adrenaline, great acting, REAL stunts (just incredibly produced) and a sense of nostalgia so thick that you can't help but smile and feel emotional throughout the entire runtime. WOW, was this a fun experience. I haven't felt this way watching a movie in the theatre in a long, long time. People in the audience were genuinely cheering, laughing, clapping and standing up at the end. The pre-movie speech from Tom Cruise totally pays off: ""we made this for you"", absolutely you did.

This movie comes at a time of serious decline in the filmmaking industry. It is a breathe of hot, fast, fresh air away from the current structure of pushing as much CGI/green screen on the audience whilst being accompanied with lacklustre plots, weak scripts and no character development. If Hollywood experiences box office success from terribly made cash grabs such as Jurassic World Dominion and the recent array of poorly made comic book movies... then they will be the films that will be shown in our theatres. We need more movies like Top Gun: Maverick... you know, the type of movies that have simple but well articulated plot lines; character and story development; emotion; heart; adrenaline; epic music; unreal cinematography; insane stunts; and yes... a nostalgic experience that not only pushes the envelope, but proceeds to surpass the original classic.

I created an IMDB account for this to be my first review. For me, this is up there with recent classics like Blade Runner: 2049, Inception, The Lord of The Rings and other epics that do not fail to deliver. This will be considered a classic in due time and is incredibly rewatchable.

Thank you to the team for this project after countless disappointments in the theatre lately. This is the 2022 Summer blockbuster that fans of the original, and fans of great movies needed. I am still smiling and listening to the soundtrack after that experience. Do not miss the chance to see this one of the big screen!!! Highway to the Danger Zone, Don't Think Just Do, I have the need...the need for speed and EPIC movies once again. 10/10."
capitanotm,"Jul 8, 2022",10,"It is just perfect vibe of everything!
Just an amazing movie, great acting, very good story, beautiful 80-90s feeling - just everything we needed in this fast times when movies are made just to be made soulless and boring!

Must see!"
dmbarron-55694,"May 28, 2022",10,"Best movie in years
Do yourself a favour and see it on the big screen. Merges with the original seamlessly whilst building a fresh and dynamic new storyline. I love a good action movie, but have never taken the time to review - this movie warrants a good review and I can see why Cruise delayed the release."
yellowgixxer750,"Oct 5, 2022",10,"Good enough to suspend disbelief...mostly
I'm biased as I was involved in the production of the first Top Gun as a pilot on exchange at Miramar at the time. But I'd waited for this and had high hopes that, if nothing else, it would be entertaining. It's Tom Cruise after all, and he rarely disappoints on that front.

So. There's a plot. It's a little bit cliched, but there's only so many new things they can come up with. There's the disgruntled offspring of the dead best friend. There's the grudging admiration of an old rival. There's the reluctant affection of an old flame. There's the bolshy kid with an attitude. All pretty standard.

Then there's the flying. Not standard. Not at all. Top Gun was beautifully formed. Maverick takes it up several notches and does it brilliantly. Without CGI. And it shows.

The script is well done, the dialogue is witty in places and cheesy in others. The acting is excellent.

And here's a thing. In the cold light of day my experience tells me that a major part of the main mission planning is nonsense. I'll not go into details because I don't want to put a spoiler. But sat there in the cinema, engrossed in the film, I didn't care. Disbelief was sufficiently suspended so that, even when I knew something wasn't right, I didn't care.

That, ladies and gentlemen, is the mark of a great film."
nickgibson-21977,"Aug 23, 2022",7,"Overrated
The movie was good, although I prefer the original over this one. I felt it was too focused on the newer model of Hollywood cgi and just big explosions and not as much on the acting. I enjoyed the movie but without getting into a spoiler, I just found it to be pretty corny for my liking."
flamecrew-54857,"Sep 28, 2022",10,"I wanted to say this was at least 9.5 but there's not way this movie is anything under 9 starts.
This movie is awesome. I've seen a few times in the cinema and for a 30 year old movie to gey a sequel and blow it out of the park.... just wow. Definitely top movie and I've seen many movies in My day. The way the story rolled off almost seamlessly with the oringal film was very clever writing, I recommend this move as it holds a strong and new standard of Hollywood big budget movies to follow. Well apparently as acorded by this website my review must must contain six hundred characters and I've already stated this movie is highly worth watching, especially without giving any spoilers so please do yourself a favour and go watch it!"
grantss,"Jun 19, 2022",7,"Highly entertaining
After over thirty years in the US Navy, Captain Pete ""Maverick"" Mitchell is still flying. He should be an Admiral by now but that's not how things have worked out. When a country antagonistic towards the US builds a uranium enrichment site with the aim of creating nuclear weapons, the Navy devises a plan to bomb and destroy the site. They call Maverick back to Top Gun to train the pilots for the mission. One of the pilots is Lt Bradley ""Rooster"" Bradshaw, the son of Maverick's former Radar Intercept Office, Goose, who died while flying with Maverick. Rooster still bears a grudge against Maverick.

An action-packed sequel to Top Gun (1986). The plot is quite cheesy, contrived and unrealistic and also quite predictable in many ways but the action more than makes up for this. Some incredible flying sequences, all done using actual aircraft rather than CGI.

Tom Cruise does what he does best, be an all-action hero, and does it very well. Of the original cast, only he and Val Kilmer are in this one and Kilmer only has one scene. Jennifer Connelly fills in for Kelly McGillis as the love interest (one of the more predictable sub-plots within the film). A host of young stars, lead by Miles Teller as Rooster, put in decent performances as the new breed of Top Gun pilots.

All in all, it's basic and predictable but highly entertaining."
markabracken-65268,"Jul 12, 2022",1,"Star Wars meets Finding Nemo.
Almost walked out. Massive budget and an almost laughable story. It felt like a Star Wars movie in the air vs iIn space. Terrible acting. Terrible story. It makes me mad so many people loved this movie."
pedrovalerio-90143,"Jul 11, 2022",10,"Exelent film
It is an excellent film in all photographic aspects, well told, risky and with a spark of drama and humor, , pure adrenaline feeling, the cameras are placed in places that give a feeling of being there or simply going out to pilot a combat plane without a doubt that respecting the excellent part one of this surpasses it."
awesome-30820,"Aug 28, 2022",9,"The Sequel We Didn't Know We Needed
Sequels are a slippery slope to potentially hindering original movies, however Top Gun: Maverick succeeds where most sequels fail.

The movie emphasizes on the relationship between Lt. Pete ""Maverick"" Mitchell and Bradley ""Rooster"" Bradshaw (Goose's son). In most 80s action movies, the audience never gets to fully understand how certain deaths of side characters affected the future of main protagonist. The choice for this emphasis in the sequel makes you truly care for Goose's character. The audience can feel even after 30 years how Maverick has been burdened by the death of his best friend. This movie however emphasizes on the idea of forgiveness. By getting Bradley's forgiveness after a series of events, Maverick was truly free from the weight he has been having to carry along with him in a very heart warming way.

The film's tone is very tense when it needs to be. In high-stakes situations there is a good constant tension and a sense danger, but the directors do a magnificent job at not making this 'tension' exhausting for the audience. It was very suspenseful, and just when you thought it couldn't get better, it does.

In terms of stylistic features, and other artistic choices, Top Gun Maverick is a clear example on why film can be such a breath-taking experience. From the high speed chases, to low-altitude flying environments, the movie is incredibly beautiful and very cinematic (I really want to point out a specific shot of Rooster thinking about returning to enemy lines to save Maverick). The choice for so much practical effects shot in real planes should definitely give the film the credit it deserves.

Ultimately, Top Gun: Maverick did an impeccable job at continuing the story from the original, despite it being totally unnecessary plot-wise (which is a magnificent accomplishment on its own). Bringing back key characters was the icing on the cake for most fans and the frame that dedicates the film to Tony Scott was heart warming.

Three words to describe what the film develops on is limits, instinct, and forgiveness."
cuzicantstop,"Feb 17, 2024",10,"Just the right balance of nostalgia and new
I finally got a chance to watch this movie, and I'm so glad I did.

I loved Top Gun growing up, and this sequel was one of the rare good ones. Usually, studios try to hold on to the past so hard that it stunts the movie, or they try to rush too far forward and pump out a corny film.

The balance is perfect in this. There's just enough nostalgia, but it moves forward perfectly with new material.

Tom Cruise is also an absolute bad-ass. I don't know how the guy keeps doing it, but in my opinion, this is one of his best all time movies.

If you're debating it, watch it. It's so worth it. I hope there's a third."
ed-28530,"Jun 29, 2022",10,"Amazing!! Even better than the first film.
I was expecting to be disappointed but how wrong I was. Top Gun complete beat all my expectations. I also can not believe that all the flying scenes are real!!"
